Dell inspiron 7570,MAN_0007,Laptop,15.6 inches,8GB DDR4,1 TB,intel core i7  8th gen 8550U,78999,Light grey,5,106,Coimbatore
 Dell LED- HD TN Panel with VGA Display Ports - E2016H ,MAN_0020,Monitor,19.5 inch (49.5 cm) ,60hz,1920*1080 pixel,nan,5295,Black,5,119,Coimbatore
Dell Inspiron 5570,MAN_0001,Laptop,15.6 inches,8GB,2 TB,intel core i5 8th gen 8250U,58640,Dark grey,1,1,Guragaon
Dell MS116,MAN_0003,Mouse,1000,3,wired,nan,228,Black,1,48,Madurai
Dell Alienware 17,MAN_0009,Gaming Laptop,127,32GB DDR4,1 TB,NVIDIA GeForce GTX 1070,312499,Black,1,96,Mangalore
Dell MS116,MAN_0003,Mouse,1000,3,wired,nan,228,Black,1,95,Nagpur
Dell WM126,MAN_0011,Mouse,1000,3,wireless,nan,699,Black/Blue/Red/White,9,96,Mumbai
Dell Wired Multimedia USB Keyboard KB216,MAN_0019,Keyboard,Mechanical,wired,Backlight(F),nan,729,White,5,120,Lucknow
Dell Wired Multimedia USB Keyboard KB216,MAN_0019,Keyboard,Mechanical,wired,Backlight(F),nan,729,White,10,117,Banglore
Dell Wired Multimedia USB Keyboard KB216,MAN_0019,Keyboard,Mechanical,wired,Backlight(F),nan,729,White,2,37,Bhubaneshwar
Dell Inspiron 3567 NoteBook,MAN_0008,Laptop,15.6 inches,4GB DDR5,1 TB,intel core i3 ,31499,Black,4,26,Surat
Dell Alienware 17,MAN_0009,Gaming Laptop,127,32GB DDR4,1 TB,NVIDIA GeForce GTX 1070,312499,Black,1,6,Madurai
Dell Alienware 15,MAN_0027,GamingLaptop,141,8 GB DDR4,1 TB,NVIDIA GeForce GTX 1080,260259,Black,3,16,Faridabad
Dell Inspiron 5575,MAN_0004,Laptop,15.6 inches,8GB,1 TB,AMD Ryzen 5 Quad Core 2500 U,40499,Light grey,10,8,Chennai
Dell KB216 Multimedia USB ,MAN_0012,Keyboard,Mechanical,Wired,Backlight(F),nan,649,Black,3,114,Guwahati
Dell Alienware 17,MAN_0009,Gaming Laptop,127,32GB DDR4,1 TB,NVIDIA GeForce GTX 1070,312499,Black,2,114,Indore
Dell Inspiron 3552 NoteBook,MAN_0006,Laptop,15.6 inches,4GB DDR3,1 TB,intel pentium Quad core,22470,Dark grey,10,98,Chennai
Dell Inspiron 3567 NoteBook,MAN_0008,Laptop,15.6 inches,4GB DDR5,1 TB,intel core i3 ,31499,Black,1,38,Vadodara
Dell SK-8135 Multimedia USB ,MAN_0013,Keyboard,Mechanical,Wired,Backlight(F),nan,11260,Black,10,96,Chennai
Dell WM118,MAN_0002,Mouse,1000,3,wireless,nan,599,Black,6,28,Chandigarh
Dell Wired Multimedia USB Keyboard KB216,MAN_0019,Keyboard,Mechanical,wired,Backlight(F),nan,729,White,2,110,Bhopal
Dell Widescreen Ultrasharp LED Monitor  U2412M ,MAN_0030,Monitor, 24 inch (60.9 cm),60hz,1920 X 1200pixel,nan,25000,Black,3,113,Nasik
Dell-HD Ready TN Panel with VGA HDMI Ports - D1918H ,MAN_0022,Monitor,18.5 inch (47 cm) ,60hz,1366*768 pixel,nan,5379,Black,3,119,Nasik
Dell Wired Multimedia USB Keyboard KB216,MAN_0019,Keyboard,Mechanical,wired,Backlight(F),nan,729,White,1,49,Jamshedpur
Dell Widescreen Ultrasharp LED Monitor  U2412M ,MAN_0030,Monitor, 24 inch (60.9 cm),60hz,1920 X 1200pixel,nan,25000,Black,4,111,Dehradun
Dell SK-8135 Multimedia USB ,MAN_0013,Keyboard,Mechanical,Wired,Backlight(F),nan,11260,Black,5,100,Coimbatore
Dell  Ultra Thin Bezel LED - Full HD IPS Panel with VGA HDMI Audio in/Out Ports - S2218H ,MAN_0021,Monitor,21.5 inch (54.6 cm),76hz,1920*1080 pixel,nan,11351,Black,3,118,Guwahati
Dell Premier KM717 Wireless Keyboard and Mouse,MAN_0017,keyboard+mouse,Mechanical,wireless,Backlight(F),nan,15000,Black,4,98,Surat
Dell SK-8135 Multimedia USB ,MAN_0013,Keyboard,Mechanical,Wired,Backlight(F),nan,11260,Black,10,116,Chennai
Dell Inspiron 15 5577,MAN_0026,GamingLaptop,141.21,8 GB DDR4,1 TB,Nvidia GeForce GTX 1050M,77234,Black,10,101,Banglore
Dell Wired Multimedia USB Keyboard KB216,MAN_0019,Keyboard,Mechanical,wired,Backlight(F),nan,729,White,3,38,Faridabad
Dell Alienware (AW17781TB2A1) NoteBook,MAN_0010,GamingLaptop,130,8GB DDR3,1 TB,NVIDIA GeForce GTX 860M,115000,Dark grey,2,109,Indore
